AttrValPair                                                                                                   Support           Confidence
(body/NN, conduit/NN)                                                                                         1.59001E-4          0.33468 
(area/NN, other/JJ)                                                                                           1.59001E-4          0.03113 
(system/NN, sprinkler/NN)                                                                                     1.59001E-4          0.03112 
(minute/NN, 15/CD)                                                                                            1.57085E-4          0.07607 
(drill/NN, hammer/NN)                                                                                         1.57085E-4          0.16838 
(draw/NN, current/JJ)                                                                                         1.57085E-4          0.40394 
(tool/NN, rotary/JJ)                                                                                          1.57085E-4          0.06436 
(type/NN, two/CD)                                                                                             1.57085E-4          0.05799 
(issue/NN, same/JJ)                                                                                           1.57085E-4          0.0529  
(volt/NN, 240/CD)                                                                                             1.57085E-4          0.12853 
(adhesive/NN, construction/NN)                                                                                1.57085E-4          0.33469 
(switch/NN, old/JJ)                                                                                           1.5517E-4           0.01689 
(rod/NN, ground/NN)                                                                                           1.5517E-4           0.19332 
(driver/NN, impact/NN)                                                                                        1.5517E-4           0.40704 
(space/NN, living/NN)                                                                                         1.5517E-4           0.04357 
(edge/NN, top/JJ)                                                                                             1.5517E-4           0.05857 
(cord/NN, power/NN)                                                                                           1.5517E-4           0.11947 
(paper/NN, tar/NN)                                                                                            1.5517E-4           0.1757  
(anchor/NN, drywall/NN)                                                                                       1.5517E-4           0.22011 
(valve/NN, gas/NN)                                                                                            1.5517E-4           0.04279 
(bearing/NN, load/NN)                                                                                         1.5517E-4           0.43085 
(thing/NN, such/JJ)                                                                                           1.5517E-4           0.02068 
(water/NN, standing/NN)                                                                                       1.5517E-4           0.05765 
((heater/NN, water/NN), electric/JJ)                                                                          1.5517E-4           0.1688  
(%/NN, 40/CD)                                                                                                 1.5517E-4           0.04424 
(stove/NN, wood/NN)                                                                                           1.53254E-4          0.26756 
(power/NN, more/JJR)                                                                                          1.53254E-4          0.08032 
(air/NN, moist/JJ)                                                                                            1.53254E-4          0.04197 
(coat/NN, one/CD)                                                                                             1.53254E-4          0.05205 
(fitting/NN, compression/NN)                                                                                  1.53254E-4          0.16878 
(board/NN, foam/NN)                                                                                           1.53254E-4          0.03456 
(layer/NN, top/JJ)                                                                                            1.53254E-4          0.06304 
(door/NN, interior/JJ)                                                                                        1.51338E-4          0.03069 
(floor/NN, ground/NN)                                                                                         1.51338E-4          0.02229 
(coat/NN, top/JJ)                                                                                             1.51338E-4          0.0514  
(idea/NN, other/JJ)                                                                                           1.51338E-4          0.20844 
(flooring/NN, hardwood/NN)                                                                                    1.51338E-4          0.12908 
(receptacle/NN, GFCI/NNP)                                                                                     1.51338E-4          0.06534 
(dam/NN, ice/NN)                                                                                              1.51338E-4          0.86813 
(meter/NN, water/NN)                                                                                          1.49423E-4          0.12283 
(caulk/NN, silicone/NN)                                                                                       1.49423E-4          0.22096 
(hole/NN, large/JJ)                                                                                           1.49423E-4          0.02854 
(coat/NN, thin/JJ)                                                                                            1.49423E-4          0.05075 
(floor/NN, main/JJ)                                                                                           1.49423E-4          0.02201 
(drill/NN, cordless/JJ)                                                                                       1.49423E-4          0.16016 
(drain/NN, floor/NN)                                                                                          1.49423E-4          0.16631 
(box/NN, big/JJ)                                                                                              1.49423E-4          0.01904 
(bolt/NN, toggle/NN)                                                                                          1.49423E-4          0.21253 
(bolt/NN, lag/NN)                                                                                             1.47507E-4          0.20981 
(screw/NN, wood/NN)                                                                                           1.47507E-4          0.06487 
(seal/NN, good/JJ)                                                                                            1.47507E-4          0.15128 
(question/NN, other/JJ)                                                                                       1.47507E-4          0.08462 
((breaker/NN, pole/NN), double/JJ)                                                                            1.47507E-4          0.47826 
(light/NN, fluorescent/JJ)                                                                                    1.47507E-4          0.02853 
(leak/NN, water/NN)                                                                                           1.47507E-4          0.1192  
(idea/NN, better/JJR)                                                                                         1.47507E-4          0.06348 
(money/NN, more/JJR)                                                                                          1.45591E-4          0.3619  
(wire/NN, yellow/JJ)                                                                                          1.45591E-4          0.00757 
(wood/NN, bare/JJ)                                                                                            1.45591E-4          0.07224 
(outlet/NN, two/CD)                                                                                           1.45591E-4          0.0272  
(breaker/NN, afci/NN)                                                                                         1.45591E-4          0.03065 
(size/NN, different/JJ)                                                                                       1.45591E-4          0.05824 
(choice/NN, good/JJ)                                                                                          1.45591E-4          0.18953 
(light/NN, new/JJ)                                                                                            1.45591E-4          0.02816 
(term/NN, long/JJ)                                                                                            1.45591E-4          0.27941 
(angle/NN, right/JJ)                                                                                          1.43676E-4          0.1816  
(room/NN, two/CD)                                                                                             1.43676E-4          0.02807 
(suggestion/NN, other/JJ)                                                                                     1.43676E-4          0.3012  
(point/NN, one/CD)                                                                                            1.43676E-4          0.05892 
(question/NN, two/CD)                                                                                         1.43676E-4          0.08242 
(room/NN, family/NN)                                                                                          1.43676E-4          0.02807 
(part/NN, replacement/NN)                                                                                     1.43676E-4          0.03752 
(solution/NN, better/JJR)                                                                                     1.43676E-4          0.04864 
(reason/NN, other/JJ)                                                                                         1.43676E-4          0.08813 
(option/NN, good/JJ)                                                                                          1.43676E-4          0.14045 
(water/NN, warm/JJ)                                                                                           1.43676E-4          0.05338 
(climate/NN, cold/JJ)                                                                                         1.43676E-4          0.24917 
(method/NN, other/JJ)                                                                                         1.4176E-4           0.09987 
(top/NN, counter/NN)                                                                                          1.4176E-4           0.22492 
(amp/NN, 30/CD)                                                                                               1.4176E-4           0.07864 
(unit/NN, dwelling/NN)                                                                                        1.4176E-4           0.03811 
(one/NN, old/JJ)                                                                                              1.4176E-4           0.06801 
(wall/NN, two/CD)                                                                                             1.4176E-4           0.01568 
(light/NN, two/CD)                                                                                            1.4176E-4           0.02742 
(terminal/NN, screw/NN)                                                                                       1.4176E-4           0.08716 
(circuit/NN, dedicated/JJ)                                                                                    1.4176E-4           0.02423 
(bar/NN, neutral/JJ)                                                                                          1.39844E-4          0.09865 
(paint/NN, new/JJ)                                                                                            1.39844E-4          0.07366 
(water/NN, more/JJR)                                                                                          1.39844E-4          0.05196 
(circuit/NN, other/JJ)                                                                                        1.39844E-4          0.0239  
(molding/NN, crown/NN)                                                                                        1.39844E-4          0.25172 
(loop/NN, switch/NN)                                                                                          1.39844E-4          0.32301 
(thermostat/NN, old/JJ)                                                                                       1.37929E-4          0.0878  
(water/NN, hard/JJ)                                                                                           1.37929E-4          0.02888 
(joist/NN, rim/NN)                                                                                            1.37929E-4          0.08054 
((pipe/NN, water/NN), hot/JJ)                                                                                 1.37929E-4          0.34286 
(wiring/NN, house/NN)                                                                                         1.37929E-4          0.13043 
((store/NN, improvement/NN), home/NN)                                                                         1.37929E-4          0.9     
(jamb/NN, door/NN)                                                                                            1.37929E-4          0.51429 
(year/NN, 25/CD)                                                                                              1.37929E-4          0.01951 
(panel/NN, access/NN)                                                                                         1.37929E-4          0.03105 
(heating/NN, central/JJ)                                                                                      1.37929E-4          0.21818 
(panel/NN, control/NN)                                                                                        1.37929E-4          0.03105 
(wall/NN, entire/JJ)                                                                                          1.37929E-4          0.01526 
(metal/NN, sheet/NN)                                                                                          1.37929E-4          0.19098 
(factor/NN, other/JJ)                                                                                         1.37929E-4          0.18274 
(stud/NN, jack/NN)                                                                                            1.36013E-4          0.07404 
(level/NN, floor/NN)                                                                                          1.36013E-4          0.04759 
(roof/NN, flat/JJ)                                                                                            1.36013E-4          0.09318 
(inch/NN, 16/CD)                                                                                              1.36013E-4          0.02186 
(hood/NN, range/NN)                                                                                           1.36013E-4          0.49306 
(area/NN, large/JJ)                                                                                           1.36013E-4          0.02663 
(heater/NN, electric/JJ)                                                                                      1.36013E-4          0.04853 
(reason/NN, good/JJ)                                                                                          1.36013E-4          0.08343 
(year/NN, 4/CD)                                                                                               1.36013E-4          0.01923 
(day/NN, next/JJ)                                                                                             1.36013E-4          0.04937 
(floor/NN, upper/JJ)                                                                                          1.36013E-4          0.02003 
(tile/NN, new/JJ)                                                                                             1.34097E-4          0.05447 
(pressure/NN, low/JJ)                                                                                         1.34097E-4          0.04736 
(foot/NN, cubic/JJ)                                                                                           1.34097E-4          0.02619 
(degree/NN, 45/CD)                                                                                            1.34097E-4          0.06931 
(inspector/NN, home/NN)                                                                                       1.34097E-4          0.26022 
(color/NN, same/JJ)                                                                                           1.34097E-4          0.09763 
(plate/NN, metal/NN)                                                                                          1.34097E-4          0.05456 
(wool/NN, steel/NN)                                                                                           1.34097E-4          0.4698  
(plate/NN, cover/NN)                                                                                          1.34097E-4          0.05456 
(way/NN, different/JJ)                                                                                        1.34097E-4          0.01911 
(line/NN, sewer/NN)                                                                                           1.34097E-4          0.01904 
(block/NN, concrete/JJ)                                                                                       1.34097E-4          0.1034  
(duplicate/NN, possible/JJ)                                                                                   1.34097E-4          0.97222 
(wall/NN, back/JJ)                                                                                            1.34097E-4          0.01484 
(door/NN, pocket/NN)                                                                                          1.34097E-4          0.0272  
(sander/NN, belt/NN)                                                                                          1.34097E-4          0.2583  
(temperature/NN, high/JJ)                                                                                     1.32182E-4          0.06359 
(space/NN, enough/JJ)                                                                                         1.32182E-4          0.03712 
(insulation/NN, fiberglass/NN)                                                                                1.32182E-4          0.05698 
(finish/NN, smooth/JJ)                                                                                        1.32182E-4          0.08051 
(edge/NN, bottom/JJ)                                                                                          1.32182E-4          0.04989 
(subfloor/NN, plywood/NN)                                                                                     1.32182E-4          0.29614 
(America/NNP, North/NNP)                                                                                      1.32182E-4          0.92    
(chance/NN, good/JJ)                                                                                          1.32182E-4          0.32093 
(project/NN, diy/NN)                                                                                          1.32182E-4          0.1122  
(wire/NN, common/JJ)                                                                                          1.32182E-4          0.00687 
(thing/NN, bad/JJ)                                                                                            1.32182E-4          0.01762 
(people/NN, other/JJ)                                                                                         1.32182E-4          0.20909 
(layer/NN, second/JJ)                                                                                         1.32182E-4          0.05437 
(wire/NN, speaker/NN)                                                                                         1.30266E-4          0.00677 
(outlet/NN, wall/NN)                                                                                          1.30266E-4          0.02434 
(surface/NN, smooth/JJ)                                                                                       1.30266E-4          0.04413 
(wall/NN, stud/NN)                                                                                            1.30266E-4          0.01441 
(section/NN, small/JJ)                                                                                        1.30266E-4          0.12431 
(hour/NN, 2/CD)                                                                                               1.30266E-4          0.06034 
(problem/NN, moisture/NN)                                                                                     1.30266E-4          0.02866 
(location/NN, wet/JJ)                                                                                         1.30266E-4          0.08786 
((breaker/NN, amp/NN), 15/CD)                                                                                 1.30266E-4          0.19155 
(foot/NN, 20/CD)                                                                                              1.30266E-4          0.02544 
(problem/NN, only/JJ)                                                                                         1.30266E-4          0.02866 
(leak/NN, small/JJ)                                                                                           1.30266E-4          0.10526 
(heat/NN, much/JJ)                                                                                            1.30266E-4          0.09405 
(work/NN, much/JJ)                                                                                            1.2835E-4           0.04046 
((heater/NN, water/NN), tankless/JJ)                                                                          1.2835E-4           0.24907 
(coat/NN, skim/NN)                                                                                            1.2835E-4           0.04359 
(connection/NN, electrical/JJ)                                                                                1.2835E-4           0.05243 
(stud/NN, two/CD)                                                                                             1.2835E-4           0.06986 
(wall/NN, whole/JJ)                                                                                           1.2835E-4           0.0142  
((connector/NN, wire/NN), twist-on/JJ)                                                                        1.2835E-4           0.68367 
(floor/NN, sub/NN)                                                                                            1.2835E-4           0.01891 
(wire/NN, single/JJ)                                                                                          1.2835E-4           0.00667 
(tape/NN, fish/NN)                                                                                            1.2835E-4           0.05408 
(tank/NN, water/NN)                                                                                           1.2835E-4           0.06096 
(circuit/NN, 20a/NN)                                                                                          1.2835E-4           0.02194 
(water/NN, enough/JJ)                                                                                         1.2835E-4           0.02688 
((tester/NN, voltage/NN), non-contact/JJ)                                                                     1.2835E-4           0.8375  
(pit/NN, sump/NN)                                                                                             1.26435E-4          0.49254 
(thing/NN, many/JJ)                                                                                           1.26435E-4          0.01685 
(box/NN, new/JJ)                                                                                              1.26435E-4          0.01611 
((code/NN, building/NN), local/JJ)                                                                            1.26435E-4          0.54545 
(light/NN, other/JJ)                                                                                          1.26435E-4          0.02445 
(mud/NN, drywall/NN)                                                                                          1.26435E-4          0.44295 
(floor/NN, top/JJ)                                                                                            1.26435E-4          0.01862 
(note/NN, side/NN)                                                                                            1.26435E-4          0.37714 
(solution/NN, good/JJ)                                                                                        1.26435E-4          0.0428  
(cable/NN, two/CD)                                                                                            1.24519E-4          0.03037 
(floor/NN, bathroom/NN)                                                                                       1.24519E-4          0.01834 
(place/NN, one/CD)                                                                                            1.24519E-4          0.05532 
(year/NN, 50/CD)                                                                                              1.24519E-4          0.01761 
(wall/NN, external/JJ)                                                                                        1.24519E-4          0.01378 
(door/NN, exterior/NN)                                                                                        1.24519E-4          0.02525 
(stud/NN, wall/NN)                                                                                            1.24519E-4          0.06778 
(hole/NN, larger/JJR)                                                                                         1.24519E-4          0.02378 
(rock/NN, sheet/NN)                                                                                           1.24519E-4          0.28139 
(minute/NN, 20/CD)                                                                                            1.24519E-4          0.0603  
((circuit/NN, amp/NN), 20/CD)                                                                                 1.24519E-4          0.325   
(faucet/NN, kitchen/NN)                                                                                       1.24519E-4          0.10708 
(length/NN, entire/JJ)                                                                                        1.24519E-4          0.09326 
(grinder/NN, angle/NN)                                                                                        1.24519E-4          0.59633 
(insulation/NN, foam/NN)                                                                                      1.22603E-4          0.05285 
(requirement/NN, code/NN)                                                                                     1.22603E-4          0.14747 
(thought/NN, first/JJ)                                                                                        1.22603E-4          0.63366 
(gap/NN, large/JJ)                                                                                            1.22603E-4          0.09524 
(line/NN, new/JJ)                                                                                             1.22603E-4          0.01741 
(hole/NN, nail/NN)                                                                                            1.22603E-4          0.02342 
(situation/NN, similar/JJ)                                                                                    1.22603E-4          0.13169 
(bulb/NN, CFL/NNP)                                                                                            1.22603E-4          0.05063 
(board/NN, circuit/NN)                                                                                        1.22603E-4          0.02765 
(level/NN, same/JJ)                                                                                           1.22603E-4          0.0429  
(space/NN, conditioned/JJ)                                                                                    1.20687E-4          0.03389 
(duty/NN, heavy/JJ)                                                                                           1.20687E-4          0.61165 
(line/NN, neutral/JJ)                                                                                         1.20687E-4          0.01713 
((breaker/NN, amp/NN), 30/CD)                                                                                 1.20687E-4          0.17746 
(option/NN, better/JJR)                                                                                       1.20687E-4          0.11798 
(bill/NN, electric/JJ)                                                                                        1.20687E-4          0.25714 
(round/NN, quarter/NN)                                                                                        1.20687E-4          0.43448 
(inch/NN, 8/CD)                                                                                               1.20687E-4          0.0194  
(year/NN, next/JJ)                                                                                            1.20687E-4          0.01707 
(edge/NN, outside/JJ)                                                                                         1.20687E-4          0.04555 
(weather/NN, cold/JJ)                                                                                         1.20687E-4          0.23507 
(leg/NN, hot/JJ)                                                                                              1.20687E-4          0.1115  
(kit/NN, light/JJ)                                                                                            1.20687E-4          0.15556 
(company/NN, insurance/NN)                                                                                    1.20687E-4          0.08873 
(bit/NN, tiny/JJ)                                                                                             1.20687E-4          0.06597 
(size/NN, right/JJ)                                                                                           1.20687E-4          0.04828 
(fan/NN, new/JJ)                                                                                              1.20687E-4          0.03739 
(plate/NN, wall/NN)                                                                                           1.20687E-4          0.0491  
(switch/NN, three-way/JJ)                                                                                     1.18772E-4          0.01292 
(press/NN, drill/NN)                                                                                          1.18772E-4          0.69663 
(solution/NN, only/JJ)                                                                                        1.18772E-4          0.04021 
(wire/NN, four/CD)                                                                                            1.18772E-4          0.00617 
(States/NNP, United/NNP)                                                                                      1.18772E-4          0.98413 
(valve/NN, shut-off/JJ)                                                                                       1.18772E-4          0.03275 
(floor/NN, garage/NN)                                                                                         1.18772E-4          0.01749 
(problem/NN, common/JJ)                                                                                       1.18772E-4          0.02613 
(valve/NN, ball/NN)                                                                                           1.18772E-4          0.03275 
(deal/NN, great/JJ)                                                                                           1.18772E-4          0.23938 
((line/NN, water/NN), cold/JJ)                                                                                1.16856E-4          0.27727 
(edge/NN, drip/NN)                                                                                            1.16856E-4          0.04411 
(pump/NN, water/NN)                                                                                           1.16856E-4          0.04743 
(set/NN, two/CD)                                                                                              1.16856E-4          0.08841 
(place/NN, other/JJ)                                                                                          1.16856E-4          0.05191 
(switch/NN, 2/CD)                                                                                             1.16856E-4          0.01272 
(motor/NN, fan/NN)                                                                                            1.16856E-4          0.10912 
(service/NN, electrical/JJ)                                                                                   1.16856E-4          0.15561 
((pipe/NN, water/NN), cold/JJ)                                                                                1.16856E-4          0.29048 
(concrete/NN, new/JJ)                                                                                         1.16856E-4          0.14387 
(type/NN, same/JJ)                                                                                            1.16856E-4          0.04314 
(hand/NN, one/CD)                                                                                             1.16856E-4          0.12788 
(flow/NN, current/JJ)                                                                                         1.16856E-4          0.08155 
(direction/NN, one/CD)                                                                                        1.16856E-4          0.12896 
((heater/NN, water/NN), gas/NN)                                                                               1.16856E-4          0.12708 
(week/NN, two/CD)                                                                                             1.16856E-4          0.09104 
(tile/NN, floor/NN)                                                                                           1.16856E-4          0.04747 
(hot/NN, two/CD)                                                                                              1.16856E-4          0.61    
(switch/NN, single/JJ)                                                                                        1.16856E-4          0.01272 
(pad/NN, concrete/JJ)                                                                                         1.14941E-4          0.25    
(foot/NN, 1/CD)                                                                                               1.14941E-4          0.02245 
(trip/NN, breaker/NN)                                                                                         1.14941E-4          0.22472 
(cut/NN, straight/JJ)                                                                                         1.14941E-4          0.09302 
(amount/NN, fair/JJ)                                                                                          1.14941E-4          0.04766 
(door/NN, closet/NN)                                                                                          1.14941E-4          0.02331 
(piece/NN, short/JJ)                                                                                          1.14941E-4          0.02363 
(tape/NN, teflon/NN)                                                                                          1.14941E-4          0.04843 
(time/NN, 3/CD)                                                                                               1.14941E-4          0.01605 
(leak/NN, air/NN)                                                                                             1.14941E-4          0.09288 
(way/NN, safe/JJ)                                                                                             1.14941E-4          0.01638 
(wall/NN, side/NN)                                                                                            1.14941E-4          0.01272 
(ring/NN, wax/NN)                                                                                             1.14941E-4          0.16807 
(cable/NN, NM/NNP)                                                                                            1.14941E-4          0.02804 
(board/NN, floor/NN)                                                                                          1.14941E-4          0.02592 
(way/NN, effective/JJ)                                                                                        1.13025E-4          0.01611 
(tool/NN, special/JJ)                                                                                         1.13025E-4          0.04631 
(heater/NN, space/NN)                                                                                         1.13025E-4          0.04033 
(month/NN, 3/CD)                                                                                              1.13025E-4          0.06448 
(contact/NN, direct/JJ)                                                                                       1.13025E-4          0.13948 
(bulb/NN, led/NN)                                                                                             1.13025E-4          0.04668 
(growth/NN, mold/NN)                                                                                          1.13025E-4          0.5566  
(pipe/NN, waste/NN)                                                                                           1.13025E-4          0.02001 
(area/NN, wet/JJ)                                                                                             1.13025E-4          0.02213 
(reason/NN, main/JJ)                                                                                          1.13025E-4          0.06933 
(outage/NN, power/NN)                                                                                         1.13025E-4          0.81944 
(tank/NN, toilet/NN)                                                                                          1.13025E-4          0.05369 
(view/NN, larger/JJR)                                                                                         1.13025E-4          0.38312 
(direction/NN, right/JJ)                                                                                      1.13025E-4          0.12474 
(head/NN, sprinkler/NN)                                                                                       1.13025E-4          0.07169 
(result/NN, good/JJ)                                                                                          1.11109E-4          0.13242 
(socket/NN, light/JJ)                                                                                         1.11109E-4          0.09983 
(pressure/NN, much/JJ)                                                                                        1.11109E-4          0.03924 
(block/NN, cinder/JJ)                                                                                         1.11109E-4          0.08567 
(floor/NN, wooden/JJ)                                                                                         1.11109E-4          0.01637 
(unit/NN, new/JJ)                                                                                             1.11109E-4          0.02987 
(block/NN, terminal/JJ)                                                                                       1.11109E-4          0.08567 
(phase/NN, single/JJ)                                                                                         1.11109E-4          0.16715 
(difference/NN, temperature/NN)                                                                               1.11109E-4          0.09295 
(preference/NN, personal/JJ)                                                                                  1.11109E-4          0.77333 
(edge/NN, sharp/JJ)                                                                                           1.11109E-4          0.04194 
(drain/NN, shower/NN)                                                                                         1.11109E-4          0.10741 
(box/NN, same/JJ)                                                                                             1.11109E-4          0.01416 
(valve/NN, fill/NN)                                                                                           1.11109E-4          0.03064 
(color/NN, different/JJ)                                                                                      1.11109E-4          0.08089 
(outlet/NN, receptacle/NN)                                                                                    1.11109E-4          0.02076 
(alarm/NN, smoke/NN)                                                                                          1.11109E-4          0.33721 
(water/NN, little/JJ)                                                                                         1.11109E-4          0.04128 
(dope/NN, pipe/NN)                                                                                            1.11109E-4          0.6988  
(table/NN, water/NN)                                                                                          1.11109E-4          0.14392 
(product/NN, similar/JJ)                                                                                      1.11109E-4          0.09847 
(temperature/NN, outside/JJ)                                                                                  1.11109E-4          0.05346 
(temperature/NN, room/NN)                                                                                     1.09194E-4          0.05253 
(switch/NN, pressure/NN)                                                                                      1.09194E-4          0.01188 
(cycle/NN, spin/NN)                                                                                           1.09194E-4          0.14179 
(vapor/NN, water/NN)                                                                                          1.09194E-4          0.64045 
(sink/NN, bathroom/NN)                                                                                        1.09194E-4          0.08976 
(edge/NN, front/JJ)                                                                                           1.09194E-4          0.04121 
(length/NN, short/JJ)                                                                                         1.09194E-4          0.08178 
(unit/NN, outside/JJ)                                                                                         1.09194E-4          0.02935 
(unit/NN, outdoor/JJ)                                                                                         1.09194E-4          0.02935 
(layer/NN, new/JJ)                                                                                            1.09194E-4          0.04492 
(ceiling/NN, basement/NN)                                                                                     1.09194E-4          0.06636 
(depot/NN, home/NN)                                                                                           1.09194E-4          0.78082 
(hose/NN, drain/NN)                                                                                           1.09194E-4          0.10345 
(fixture/NN, other/JJ)                                                                                        1.09194E-4          0.03473 
(home/NN, old/JJ)                                                                                             1.09194E-4          0.05938 
(experience/NN, personal/JJ)                                                                                  1.09194E-4          0.1875  
(plate/NN, strike/NN)                                                                                         1.09194E-4          0.04443 
(rule/NN, general/JJ)                                                                                         1.09194E-4          0.21756 
(question/NN, few/JJ)                                                                                         1.09194E-4          0.14691 
