Itemset                                                                                                       Support           Confidence
(line/NN, condensation/NN)                                                                                    3.97404E-4          0.06818 
(house/NNS, many/JJ)                                                                                          3.97404E-4          0.27273 
(switch/NN, new/JJ)                                                                                           3.97404E-4          0.15    
(tile/NNS, ceramic/JJ)                                                                                        3.97404E-4          0.14286 
(line/NN, grout/NN)                                                                                           3.97404E-4          0.06818 
(month/NNS, few/JJ)                                                                                           3.97404E-4          0.2     
(way/NNS, different/JJ)                                                                                       3.97404E-4          0.3     
(opening/NN, off-square/JJ)                                                                                   3.97404E-4          0.75    
(concrete/NN, aerated/JJ)                                                                                     3.97404E-4          0.27273 
(line/NNS, power/NN)                                                                                          3.97404E-4          0.09091 
(outlet/NNS, electrical/JJ)                                                                                   3.97404E-4          0.5     
(cooling/NN, much/JJ)                                                                                         2.64936E-4          0.33333 
(pipe/NN, perforated/JJ)                                                                                      2.64936E-4          0.08    
(effect/NN, cooling/JJ)                                                                                       2.64936E-4          0.25    
(pipe/NNS, gas/NN)                                                                                            2.64936E-4          0.08696 
(filter/NNS, expensive/JJ)                                                                                    2.64936E-4          0.2     
(floor/NN, new/JJ)                                                                                            2.64936E-4          0.05128 
((Bureau/NNP, Business/NNP), Better/NNP)                                                                      2.64936E-4          1.0     
(frame/NNS, window/NN)                                                                                        2.64936E-4          0.66667 
(screw/NNS, concrete/JJ)                                                                                      2.64936E-4          0.2     
(bead/NNS, corner/NN)                                                                                         2.64936E-4          1.0     
(point/NN, one/CD)                                                                                            2.64936E-4          0.66667 
((tool/NNS, cost/NN), low/JJ)                                                                                 2.64936E-4          0.5     
(gauge/NN, 14/CD)                                                                                             2.64936E-4          0.25    
(bottom/NN, sandbox/NN)                                                                                       2.64936E-4          1.0     
((tv/NN, flatscreen/NN), wall-mount/JJ)                                                                       2.64936E-4          1.0     
((heater/NN, water/NN), tankless/JJ)                                                                          2.64936E-4          0.05882 
(day/NN, sunny/JJ)                                                                                            2.64936E-4          0.22222 
(drainage/NN, good/JJ)                                                                                        2.64936E-4          0.33333 
(door/window/NN, old/JJ)                                                                                      2.64936E-4          1.0     
((intakes/NN, air/NN), little/JJ)                                                                             2.64936E-4          1.0     
(deck/NN, backyard/NN)                                                                                        2.64936E-4          0.2     
(problem/NN, electrical/JJ)                                                                                   2.64936E-4          0.11111 
(set/NN, good/JJ)                                                                                             2.64936E-4          0.22222 
(siding/NN, wood/NN)                                                                                          2.64936E-4          0.09091 
(account/NN, business/NN)                                                                                     2.64936E-4          1.0     
(seep/NNS, water/NN)                                                                                          2.64936E-4          1.0     
(side/NN, non-faced/JJ)                                                                                       2.64936E-4          0.04878 
(answer/NN, short/JJ)                                                                                         2.64936E-4          0.25    
(spot/NN, sweet/JJ)                                                                                           2.64936E-4          0.5     
(stud/NNS, few/JJ)                                                                                            2.64936E-4          0.16667 
((morsel/NNS, food/NN), greasy/JJ)                                                                            2.64936E-4          1.0     
(foot/NNS, 1500/CD)                                                                                           2.64936E-4          0.04651 
(sunlight/NN, incident/NN)                                                                                    2.64936E-4          0.33333 
(pump/NN, circulation/NN)                                                                                     2.64936E-4          0.11765 
(tank/NN, 2/CD)                                                                                               2.64936E-4          0.11765 
(foot/NNS, 800/CD)                                                                                            2.64936E-4          0.04651 
(time/NN, more/JJR)                                                                                           2.64936E-4          0.05263 
(glue/NN, wood/NN)                                                                                            2.64936E-4          0.4     
(half/NN, upper/JJ)                                                                                           2.64936E-4          0.33333 
(value/NN, resale/NN)                                                                                         2.64936E-4          0.66667 
(space/NN, crawl/NN)                                                                                          2.64936E-4          0.11111 
(barrier/NN, vapor/NN)                                                                                        2.64936E-4          0.4     
(tool/NN, dremel/NN)                                                                                          2.64936E-4          0.2     
(type/NNS, two/CD)                                                                                            2.64936E-4          0.08333 
(blast/NN, full/JJ)                                                                                           2.64936E-4          1.0     
(way/NN, 2/CD)                                                                                                2.64936E-4          0.02941 
(way/NN, correct/JJ)                                                                                          2.64936E-4          0.02941 
(removal/NN, wallpaper/NN)                                                                                    2.64936E-4          1.0     
(book/NN, code/NN)                                                                                            2.64936E-4          0.66667 
(door/NN, back/JJ)                                                                                            2.64936E-4          0.02899 
(wire/NN, speaker/NN)                                                                                         2.64936E-4          0.06061 
(door/NN, oven/NN)                                                                                            2.64936E-4          0.02899 
(heater/NN, gas/NN)                                                                                           2.64936E-4          0.14286 
(blower/NN, quiet/JJ)                                                                                         2.64936E-4          1.0     
(work/NN, old/JJ)                                                                                             2.64936E-4          0.04878 
(work/NN, sleuth/NN)                                                                                          2.64936E-4          0.04878 
(valve/NNS, thermostatic/JJ)                                                                                  2.64936E-4          0.5     
(set/NN, ac/NN)                                                                                               2.64936E-4          0.22222 
(sandpaper/NN, fine/JJ)                                                                                       2.64936E-4          1.0     
(insulation/NN, fiberglass/NNS)                                                                               2.64936E-4          0.18182 
(circuit/NNS, two/CD)                                                                                         2.64936E-4          0.18182 
(knife/NN, utility/NN)                                                                                        2.64936E-4          0.22222 
(room/NN, wet/JJ)                                                                                             2.64936E-4          0.05714 
(row/NN, first/JJ)                                                                                            2.64936E-4          0.4     
(work/NN, structural/JJ)                                                                                      2.64936E-4          0.04878 
(expectancy/NN, life/NN)                                                                                      2.64936E-4          1.0     
(shutter/NNS, vinyl/NN)                                                                                       2.64936E-4          1.0     
(fire/NN, electrical/JJ)                                                                                      2.64936E-4          0.5     
(system/NN, metric/JJ)                                                                                        2.64936E-4          0.05556 
(air/NN, cool/JJ)                                                                                             2.64936E-4          0.06061 
(fabric/NN, landscape/NN)                                                                                     2.64936E-4          0.66667 
(tape/NN, electrical/JJ)                                                                                      2.64936E-4          0.15385 
(thing/NNS, many/JJ)                                                                                          2.64936E-4          0.07692 
(gun/NN, caulking/NN)                                                                                         2.64936E-4          0.15385 
(dirt/NN, loose/JJ)                                                                                           2.64936E-4          0.66667 
(valve/NNS, return/NN)                                                                                        2.64936E-4          0.5     
(house/NN, smart/JJ)                                                                                          2.64936E-4          0.04878 
(box/NN, electrical/JJ)                                                                                       2.64936E-4          0.06061 
(wire/NN, white/JJ)                                                                                           2.64936E-4          0.06061 
(rule/NN, general/JJ)                                                                                         2.64936E-4          0.4     
(inch/NNS, 68.5/CD)                                                                                           2.64936E-4          0.05    
(window/NNS, small/JJ)                                                                                        2.64936E-4          0.13333 
((Architect/NNP, Home/NNP), 3D/NNP)                                                                           2.64936E-4          1.0     
(killer/NN, slow/JJ)                                                                                          2.64936E-4          0.4     
(bundle/NN, same/JJ)                                                                                          2.64936E-4          0.5     
(((hepworth-hep20/NN, fit/NN), push/NN), copper/NN)                                                           2.64936E-4          1.0     
(insulation/NN, foam/NN)                                                                                      2.64936E-4          0.18182 
(joist/NNS, ceiling/NN)                                                                                       2.64936E-4          0.2     
(kind/NN, different/JJ)                                                                                       2.64936E-4          0.33333 
(((interrupter/NN, circuit/NN), fault/NN), arc/NN)                                                            2.64936E-4          1.0     
(line/NN, backup/NN)                                                                                          2.64936E-4          0.04545 
(case/NNS, many/JJ)                                                                                           2.64936E-4          1.0     
(Ljosa/NNP, @Vebjorn/NNP)                                                                                     2.64936E-4          1.0     
(CFM/NNP, 1/CD)                                                                                               2.64936E-4          0.4     
(main/NN, ring/NN)                                                                                            2.64936E-4          1.0     
(line/NNS, refrigerant/NN)                                                                                    2.64936E-4          0.06061 
(clip/NNS, cable/NN)                                                                                          2.64936E-4          0.66667 
(coat/NN, first/JJ)                                                                                           2.64936E-4          0.2     
(((method/NN, hole/NN), exploratory/NN), guess/NN)                                                            2.64936E-4          1.0     
(mortar/NN, vertical/JJ)                                                                                      2.64936E-4          0.4     
(mud/NN, drywall/NN)                                                                                          2.64936E-4          0.66667 
(%/NN, 20/CD)                                                                                                 2.64936E-4          0.07407 
(knob/NN, old/JJ)                                                                                             2.64936E-4          1.0     
(outlet/NN, electrical/JJ)                                                                                    2.64936E-4          0.25    
(pipe/NN, pvc/NN)                                                                                             2.64936E-4          0.08    
(sewer/NN, storm/NN)                                                                                          2.64936E-4          0.66667 
((Code/NNP, Safety/NNP), electrical/JJ)                                                                       2.64936E-4          1.0     
(store/NN, hardware/NN)                                                                                       2.64936E-4          0.33333 
(end/NN, far/JJ)                                                                                              2.64936E-4          0.2     
(area/NNS, other/JJ)                                                                                          2.64936E-4          0.14286 
(frame/NN, deck/NN)                                                                                           2.64936E-4          0.125   
(Plus/NNP, Alex/NNP)                                                                                          2.64936E-4          0.66667 
(regulator/NN, flow/NN)                                                                                       2.64936E-4          1.0     
(gallon/NNS, 4/CD)                                                                                            2.64936E-4          0.5     
(bit/NN, fair/JJ)                                                                                             2.64936E-4          0.11765 
(pond/NN, small/JJ)                                                                                           2.64936E-4          1.0     
(season/NN, cooling/NN)                                                                                       2.64936E-4          0.5     
(tub/NN, new/JJ)                                                                                              2.64936E-4          0.15385 
(post/NNS, more/JJR)                                                                                          2.64936E-4          0.15385 
((programmer/NN, heating/NN), central/JJ)                                                                     2.64936E-4          0.66667 
(rock/NN, crushed/JJ)                                                                                         2.64936E-4          0.4     
(price/NNS, discount/NN)                                                                                      2.64936E-4          0.5     
(sand/NN, fine/JJ)                                                                                            2.64936E-4          0.25    
(electrician/NN, good/JJ)                                                                                     2.64936E-4          0.4     
(efficiency/NN, energy/NN)                                                                                    2.64936E-4          0.5     
(amount/NN, large/JJ)                                                                                         2.64936E-4          0.2     
(shock/NN, electric/JJ)                                                                                       2.64936E-4          0.66667 
(socket/NN, new/JJ)                                                                                           2.64936E-4          0.4     
(depth/NN, same/JJ)                                                                                           2.64936E-4          0.66667 
(spot/NNS, wet/JJ)                                                                                            2.64936E-4          0.08    
(strength/NN, same/JJ)                                                                                        2.64936E-4          0.33333 
(side/NN, bark/NN)                                                                                            2.64936E-4          0.04878 
(strip/NNS, furring/JJ)                                                                                       2.64936E-4          0.33333 
(suggestion/NNS, other/JJ)                                                                                    2.64936E-4          1.0     
(store/NNS, local/JJ)                                                                                         2.64936E-4          0.2     
(tale/NNS, cautionary/JJ)                                                                                     2.64936E-4          0.66667 
(fix/NN, temporary/JJ)                                                                                        2.64936E-4          0.5     
((tool/NNS, cost/NN), good/JJ)                                                                                2.64936E-4          0.5     
(foot/NNS, deep/JJ)                                                                                           2.64936E-4          0.04651 
(damage/NN, other/JJ)                                                                                         2.64936E-4          0.28571 
(water/NN, hotter/JJR)                                                                                        2.64936E-4          0.02439 
(quality/NN, air/NN)                                                                                          2.64936E-4          0.33333 
(((filter/NNS, furnace/NN), end/NN), high/JJ)                                                                 2.64936E-4          1.0     
(work/NN, major/JJ)                                                                                           2.64936E-4          0.04878 
(time/NN, less/JJR)                                                                                           2.64936E-4          0.05263 
((heater/NN, water/NN), main/JJ)                                                                              2.64936E-4          0.05882 
(bed/NN, flower/NN)                                                                                           2.64936E-4          1.0     
(rain/NN, heavy/JJ)                                                                                           2.64936E-4          0.66667 
(Ground/NNP, Earth/NNP)                                                                                       2.64936E-4          1.0     
(activation/NN, demand-based/JJ)                                                                              2.64936E-4          1.0     
(electrician/NN, licensed/JJ)                                                                                 2.64936E-4          0.4     
(run/NN, home/NN)                                                                                             2.64936E-4          0.25    
(amount/NN, small/JJ)                                                                                         2.64936E-4          0.2     
(degree/NNS, 5/CD)                                                                                            2.64936E-4          0.33333 
(smell/NN, mold/NN)                                                                                           2.64936E-4          0.2     
(gun/NN, paint/NN)                                                                                            2.64936E-4          0.15385 
(fireplace/NN, electric/JJ)                                                                                   2.64936E-4          0.28571 
(stain/NNS, oil/NN)                                                                                           2.64936E-4          0.09524 
(stuff/NN, old/JJ)                                                                                            2.64936E-4          0.22222 
(area/NN, damaged/JJ)                                                                                         2.64936E-4          0.11111 
(floor/NNS, two/CD)                                                                                           2.64936E-4          0.15385 
(swing/NN, porch/NN)                                                                                          2.64936E-4          1.0     
(pump/NNS, separate/JJ)                                                                                       2.64936E-4          0.66667 
(space/NN, cylindrical/JJ)                                                                                    2.64936E-4          0.11111 
(frame/NN, window/NN)                                                                                         2.64936E-4          0.125   
((paint/NN, mold/NN), anti/JJ)                                                                                2.64936E-4          1.0     
(tank/NN, first/JJ)                                                                                           2.64936E-4          0.11765 
(tube/NN, PEX/NNP)                                                                                            2.64936E-4          0.5     
(bearing/NN, load/NN)                                                                                         2.64936E-4          0.66667 
(type/NN, same/JJ)                                                                                            2.64936E-4          0.16667 
(user/NN, wheelchair/NN)                                                                                      2.64936E-4          0.66667 
(regulation/NNS, building/NNS)                                                                                2.64936E-4          0.28571 
(water/NN, hard/JJ)                                                                                           2.64936E-4          0.02439 
(home/NN, typical/JJ)                                                                                         2.64936E-4          0.08333 
(voltage/NN, higher/JJR)                                                                                      2.64936E-4          0.15385 
(winter/NN, last/JJ)                                                                                          2.64936E-4          0.66667 
(box/NN, breaker/NN)                                                                                          2.64936E-4          0.06061 
(wire/NNS, neutral/JJ)                                                                                        2.64936E-4          0.11765 
(wall/NN, false/JJ)                                                                                           2.64936E-4          0.04545 
(heat/NN, steam/NN)                                                                                           2.64936E-4          0.22222 
((work/NN, switch/NN), light/JJ)                                                                              2.64936E-4          1.0     
(tile/NNS, wall/NN)                                                                                           2.64936E-4          0.09524 
(flooring/NN, laminate/NN)                                                                                    2.64936E-4          0.11765 
(tub/NN, bath/NN)                                                                                             2.64936E-4          0.15385 
(water/NN, warm/JJ)                                                                                           2.64936E-4          0.02439 
(home/NN, older/JJR)                                                                                          2.64936E-4          0.08333 
(home/NNS, older/JJR)                                                                                         2.64936E-4          0.66667 
(wire/NN, single/JJ)                                                                                          2.64936E-4          0.06061 
(house/NNS, old/JJ)                                                                                           2.64936E-4          0.18182 
(work/NN, more/JJR)                                                                                           2.64936E-4          0.04878 
((installation/NNS, plumbing/NN), PEX/NNP)                                                                    2.64936E-4          1.0     
(box/NNS, two/CD)                                                                                             2.64936E-4          0.5     
(store/NNS, box/NN)                                                                                           2.64936E-4          0.2     
(table/NN, water/NN)                                                                                          2.64936E-4          0.2     
(inch/NNS, couple/NN)                                                                                         2.64936E-4          0.05    
(information/NN, more/JJR)                                                                                    2.64936E-4          0.4     
(brush/NN, angled/JJ)                                                                                         2.64936E-4          0.28571 
(issue/NN, drainage/NN)                                                                                       2.64936E-4          0.16667 
((repair/NN, grout/NN), minor/JJ)                                                                             2.64936E-4          1.0     
(issue/NN, safety/NN)                                                                                         2.64936E-4          0.16667 
(item/NNS, electrical/JJ)                                                                                     2.64936E-4          0.22222 
(bulb/NN, light/JJ)                                                                                           2.64936E-4          0.4     
((equipment/NN, safety/NN), basic/JJ)                                                                         2.64936E-4          1.0     
(button/NN, single/JJ)                                                                                        2.64936E-4          1.0     
(kit/NN, balance/NN)                                                                                          2.64936E-4          0.28571 
(layer/NN, first/JJ)                                                                                          2.64936E-4          0.13333 
(leak/NN, small/JJ)                                                                                           2.64936E-4          0.33333 
(level/NN, certain/JJ)                                                                                        2.64936E-4          0.11765 
(level/NN, comfort/NN)                                                                                        2.64936E-4          0.11765 
((search/NN, Google/NNP), quick/JJ)                                                                           2.64936E-4          1.0     
(light/NNS, solar/JJ)                                                                                         2.64936E-4          0.13333 
(cavity/NN, roof/NN)                                                                                          2.64936E-4          0.22222 
(line/NN, entire/JJ)                                                                                          2.64936E-4          0.04545 
((Exterior/NNP, Ultra/NNP), mono/NN)                                                                          2.64936E-4          1.0     
(line/NN, supply/NN)                                                                                          2.64936E-4          0.04545 
(center/NN, home/NN)                                                                                          2.64936E-4          0.66667 
(line/NNS, high-voltage/JJ)                                                                                   2.64936E-4          0.06061 
(luck/NN, much/JJ)                                                                                            2.64936E-4          0.28571 
(make/NNS, many/JJ)                                                                                           2.64936E-4          1.0     
(manufacturer/NN, same/JJ)                                                                                    2.64936E-4          0.5     
(mess/NN, real/JJ)                                                                                            2.64936E-4          0.5     
(climate/NN, cold/JJ)                                                                                         2.64936E-4          0.4     
((fitting/NNS, pipe/NN), pushfit/NN)                                                                          2.64936E-4          1.0     
(minute/NNS, few/JJ)                                                                                          2.64936E-4          0.25    
(mm/NN, 98/CD)                                                                                                2.64936E-4          0.08    
(molding/NN, original/JJ)                                                                                     2.64936E-4          0.2     
(molding/NN, shoe/NN)                                                                                         2.64936E-4          0.2     
(mortar/NN, dry/JJ)                                                                                           2.64936E-4          0.4     
(code/NN, building/NN)                                                                                        2.64936E-4          0.25    
(code/NNS, own/JJ)                                                                                            2.64936E-4          0.25    
(motor/NN, fan/NN)                                                                                            2.64936E-4          0.2     
(multiple/NN, exact/JJ)                                                                                       2.64936E-4          1.0     
(nozzle/NN, spray/NN)                                                                                         2.64936E-4          1.0     
(nut/NN, lock/NN)                                                                                             2.64936E-4          0.66667 
(nut/NNS, wire/NN)                                                                                            2.64936E-4          1.0     
(one/NNS, cheap/JJ)                                                                                           2.64936E-4          0.08    
(one/NNS, new/JJ)                                                                                             2.64936E-4          0.08    
(one/NNS, other/JJ)                                                                                           2.64936E-4          0.08    
(one/NNS, thick/JJ)                                                                                           2.64936E-4          0.08    
(nail/NNS, few/JJ)                                                                                            2.64936E-4          0.07692 
(option/NN, good/JJ)                                                                                          2.64936E-4          0.18182 
(option/NN, other/JJ)                                                                                         2.64936E-4          0.18182 
(option/NNS, two/CD)                                                                                          2.64936E-4          0.125   
(order/NN, short/JJ)                                                                                          2.64936E-4          0.5     
((grout/NN, tile/NN), fresh/JJ)                                                                               2.64936E-4          1.0     
(outlet/NN, power/NN)                                                                                         2.64936E-4          0.25    
(conditioning/NN, air/NN)                                                                                     2.64936E-4          1.0     
(conduit/NN, larger/JJR)                                                                                      2.64936E-4          0.28571 
(pad/NN, moisture/NN)                                                                                         2.64936E-4          0.18182 
((system/NN, radiator/NN), baseboard/NN)                                                                      2.64936E-4          1.0     
(connection/NNS, proper/JJ)                                                                                   2.64936E-4          0.33333 
(paint/NN, textured/JJ)                                                                                       2.64936E-4          0.06452 
(paint/NNS, low-voc/JJ)                                                                                       2.64936E-4          0.5     
(construction/NN, newer/JJR)                                                                                  2.64936E-4          0.28571 
(pair/NN, twisted/JJ)                                                                                         2.64936E-4          0.66667 
(contact/NN, direct/JJ)                                                                                       2.64936E-4          1.0     
(contractor/NN, local/JJ)                                                                                     2.64936E-4          0.5     
(part/NN, main/JJ)                                                                                            2.64936E-4          0.16667 
(air/NN, outside/JJ)                                                                                          2.64936E-4          0.06061 
(part/NNS, appliance/NN)                                                                                      2.64936E-4          0.14286 
(sleeve/NN, plastic/JJ)                                                                                       2.64936E-4          0.5     
(patch/NN, asphalt/NN)                                                                                        2.64936E-4          0.66667 
(people/NNS, many/JJ)                                                                                         2.64936E-4          0.22222 
(permission/NN, Planning/NNP)                                                                                 2.64936E-4          1.0     
(cord/NN, lamp/NN)                                                                                            2.64936E-4          0.5     
(person/NN, one/CD)                                                                                           2.64936E-4          0.4     
((box/NN, breaker/NN), new/JJ)                                                                                2.64936E-4          0.4     
(phone/NN, new/JJ)                                                                                            2.64936E-4          0.5     
(piece/NN, small/JJ)                                                                                          2.64936E-4          0.16667 
(box/NN, junction/NN)                                                                                         2.64936E-4          0.06061 
(door/NNS, interior/JJ)                                                                                       2.64936E-4          0.11111 
(pressure/NN, poor/JJ)                                                                                        2.64936E-4          0.06452 
(duct/NN, return/NN)                                                                                          2.64936E-4          1.0     
(seawall/NN, concrete/JJ)                                                                                     2.64936E-4          1.0     
(pipe/NNS, cold/JJ)                                                                                           2.64936E-4          0.08696 
(practice/NN, standard/JJ)                                                                                    2.64936E-4          1.0     
(sense/NN, more/JJR)                                                                                          2.64936E-4          0.66667 
(line/NNS, waste/NN)                                                                                          2.64936E-4          0.06061 
(amount/NNS, small/JJ)                                                                                        2.64936E-4          0.5     
(storm/NN, snow/NN)                                                                                           2.64936E-4          0.66667 
(foot/NNS, 10/CD)                                                                                             2.64936E-4          0.04651 
(shingle/NN, new/JJ)                                                                                          2.64936E-4          0.33333 
(edger/NN, corner/NN)                                                                                         2.64936E-4          1.0     
(council/NN, local/JJ)                                                                                        2.64936E-4          1.0     
(time/NNS, many/JJ)                                                                                           2.64936E-4          0.2     
(time/NN, first/JJ)                                                                                           2.64936E-4          0.05263 
(rate/NN, flow/NN)                                                                                            2.64936E-4          1.0     
(wax/NN, car/NN)                                                                                              2.64936E-4          0.66667 
(depot/NN, home/NN)                                                                                           2.64936E-4          1.0     
(couple/NN, last/JJ)                                                                                          2.64936E-4          1.0     
(fit/NN, good/JJ)                                                                                             2.64936E-4          0.66667 
(subfloor/NN, new/JJ)                                                                                         2.64936E-4          0.66667 
((hole/NN, pilot/NN), small/JJ)                                                                               2.64936E-4          1.0     
((hose/NNS, sprinkler/NN), inground/JJ)                                                                       2.64936E-4          1.0     
(flooring/NN, laminate/JJ)                                                                                    2.64936E-4          0.11765 
(plate/NN, wall/NN)                                                                                           2.64936E-4          0.28571 
(system/NN, hvac/NN)                                                                                          2.64936E-4          0.05556 
(((adhesive/NN, construction/NN), duty/NN), heavy/JJ)                                                         2.64936E-4          1.0     
(building/NN, office/NN)                                                                                      2.64936E-4          0.33333 
(tape/NN, duct/NN)                                                                                            2.64936E-4          0.15385 
(care/NN, good/JJ)                                                                                            2.64936E-4          0.5     
((tool/NN, perforation/NN), wallpaper/NN)                                                                     2.64936E-4          1.0     
(credit/NNS, energy/NN)                                                                                       2.64936E-4          0.66667 
(glue/NN, hot/JJ)                                                                                             2.64936E-4          0.4     
(time/NN, different/JJ)                                                                                       2.64936E-4          0.05263 
(gun/NN, staple/NN)                                                                                           2.64936E-4          0.15385 
(trouble/NN, much/JJ)                                                                                         2.64936E-4          1.0     
((cabinet/NNS, height/NN), standard/JJ)                                                                       2.64936E-4          1.0     
(reason/NN, only/JJ)                                                                                          2.64936E-4          0.25    
(Block/NNP, one/CD)                                                                                           2.64936E-4          1.0     
(mm/NN, 89/CD)                                                                                                2.64936E-4          0.08    
(match/NN, exact/JJ)                                                                                          2.64936E-4          0.66667 
(dam/NNS, ice/NN)                                                                                             2.64936E-4          1.0     
