Itemset                                                                                                       Support           Confidence
(window/NNS, glazed/JJ)                                                                                       1.95629E-5          0.01356 
(watt/NNS, many/JJ)                                                                                           1.95629E-5          0.02933 
(grounds/NNS, other/JJ)                                                                                       1.95629E-5          0.16418 
(grounding/NN, proper/JJ)                                                                                     1.95629E-5          0.32353 
(ground/NN, proper/JJ)                                                                                        1.95629E-5          0.01713 
((board/NN, backer/NN), shower/NN)                                                                            1.95629E-5          0.18644 
(device/NN, afci/NN)                                                                                          1.95629E-5          0.01815 
(ground/NN, bootleg/NN)                                                                                       1.95629E-5          0.01713 
(a/NN, wall/NN)                                                                                               1.95629E-5          0.05473 
(putty/NN, epoxy/NN)                                                                                          1.95629E-5          0.06587 
(purpose/NNS, different/JJ)                                                                                   1.95629E-5          0.06832 
(purpose/NN, main/JJ)                                                                                         1.95629E-5          0.0688  
(purifier/NN, air/NN)                                                                                         1.95629E-5          0.78571 
(pump/NNS, two/CD)                                                                                            1.95629E-5          0.05189 
(opening/NN, closet/NN)                                                                                       1.95629E-5          0.02511 
(2x4/NNS, two/CD)                                                                                             1.95629E-5          0.18644 
(bill/NN, energy/NN)                                                                                          1.95629E-5          0.05759 
(pump/NN, recirculation/NN)                                                                                   1.95629E-5          0.00892 
(design/NNS, different/JJ)                                                                                    1.95629E-5          0.13253 
(pump/NN, machine/NN)                                                                                         1.95629E-5          0.00892 
(opener/NN, door/NN)                                                                                          1.95629E-5          0.17742 
(inch/NNS, extra/JJ)                                                                                          1.95629E-5          0.00506 
(water/NN, smelly/JJ)                                                                                         1.95629E-5          0.00724 
(pump/NN, booster/NN)                                                                                         1.95629E-5          0.00892 
(ft/NN, 20/CD)                                                                                                1.95629E-5          0.03254 
(bet/NN, good/JJ)                                                                                             1.95629E-5          0.26829 
(PSI/NNP, maximum/NN)                                                                                         1.95629E-5          0.06832 
((wire/NNS, voltage/NN), low/JJ)                                                                              1.95629E-5          0.6875  
((unit/NN, a/c/NN), window/NN)                                                                                1.95629E-5          0.17742 
(gear/NN, second/JJ)                                                                                          1.95629E-5          0.14474 
(protection/NN, overload/NN)                                                                                  1.95629E-5          0.01713 
(gauge/NN, 18/CD)                                                                                             1.95629E-5          0.02895 
(gauge/NN, 6/CD)                                                                                              1.95629E-5          0.02895 
(gate/NN, baby/NN)                                                                                            1.95629E-5          0.09322 
(way/NN, typical/JJ)                                                                                          1.95629E-5          0.00309 
(gas/NN, heater/NN)                                                                                           1.95629E-5          0.03047 
(way/NN, opposite/JJ)                                                                                         1.95629E-5          0.00309 
(way/NN, possible/JJ)                                                                                         1.95629E-5          0.00309 
(run/NNS, longer/JJR)                                                                                         1.95629E-5          0.04583 
(degree/NNS, 80/CD)                                                                                           1.95629E-5          0.01321 
(behavior/NN, normal/JJ)                                                                                      1.95629E-5          0.16667 
(furnace/NN, old/JJ)                                                                                          1.95629E-5          0.02757 
(corner/NN, left/JJ)                                                                                          1.95629E-5          0.02689 
(way/NN, accurate/JJ)                                                                                         1.95629E-5          0.00309 
(process/NN, whole/JJ)                                                                                        1.95629E-5          0.04015 
(procedure/NN, correct/JJ)                                                                                    1.95629E-5          0.11    
(watt/NN, 600/CD)                                                                                             1.95629E-5          0.1375  
(breaker/NN, feeder/NN)                                                                                       1.95629E-5          0.00591 
((motor/NN, fan/NN), condenser/NN)                                                                            1.95629E-5          0.31428 
(deck/NN, wooden/JJ)                                                                                          1.95629E-5          0.02989 
(water/NN, sink/NN)                                                                                           1.95629E-5          0.00724 
(problem/NN, weird/JJ)                                                                                        1.95629E-5          0.00642 
(problem/NN, root/NN)                                                                                         1.95629E-5          0.00642 
(deck/NN, outdoor/JJ)                                                                                         1.95629E-5          0.02989 
(concrete/NN, uneven/JJ)                                                                                      1.95629E-5          0.02263 
(line/NNS, neutral/JJ)                                                                                        1.95629E-5          0.01012 
(oil/NN, mineral/JJ)                                                                                          1.95629E-5          0.02689 
(paint/NN, regular/JJ)                                                                                        1.95629E-5          0.01073 
((top/NN, counter/NN), quartz/NN)                                                                             1.95629E-5          0.25    
((timing/NN, day/NN), 7/CD)                                                                                   1.95629E-5          1.0     
(number/NN, small/JJ)                                                                                         1.95629E-5          0.02644 
(primer/NN, oil/NN)                                                                                           1.95629E-5          0.03887 
(washer/NN, lock/NN)                                                                                          1.95629E-5          0.02632 
((test/NN, door/NN), blower/NN)                                                                               1.95629E-5          0.84615 
((Code/NNP, Plumbing/NNP), International/NNP)                                                                 1.95629E-5          0.61111 
(foot/NNS, more/JJR)                                                                                          1.95629E-5          0.00482 
(table/NN, kitchen/NN)                                                                                        1.95629E-5          0.02477 
(washer/NN, fender/NN)                                                                                        1.95629E-5          0.02632 
(day/NNS, past/JJ)                                                                                            1.95629E-5          0.0117  
(foot/NNS, 2-3/CD)                                                                                            1.95629E-5          0.00482 
(end/NN, female/JJ)                                                                                           1.95629E-5          0.00751 
(pressure/NN, excess/JJ)                                                                                      1.95629E-5          0.00699 
(pressure/NN, downward/JJ)                                                                                    1.95629E-5          0.00699 
(pressure/NN, tank/NN)                                                                                        1.95629E-5          0.00699 
((bulb/NNS, light/NN), weak/JJ)                                                                               1.95629E-5          0.12222 
(deck/NN, concrete/JJ)                                                                                        1.95629E-5          0.02989 
((system/NN, conditioning/NN), air/NN)                                                                        1.95629E-5          1.0     
(fluctuation/NNS, power/NN)                                                                                   1.95629E-5          0.21154 
(wall/NN, tiled/JJ)                                                                                           1.95629E-5          0.00304 
(wall/NN, wallpapered/JJ)                                                                                     1.95629E-5          0.00304 
(flooring/NN, laminated/JJ)                                                                                   1.95629E-5          0.01436 
(flooring/NN, hardwood/JJ)                                                                                    1.95629E-5          0.01436 
(powder/NN, graphite/NN)                                                                                      1.95629E-5          0.14286 
(floor/NNS, tile/NN)                                                                                          1.95629E-5          0.01642 
((tank/NN, expansion/NN), thermal/JJ)                                                                         1.95629E-5          0.18966 
((stove/NN, burning/NN), log/NN)                                                                              1.95629E-5          0.39286 
(day/NN, whole/JJ)                                                                                            1.95629E-5          0.02157 
(floor/NN, same/JJ)                                                                                           1.95629E-5          0.00312 
(t/NN, Delta/NNP)                                                                                             1.95629E-5          0.17188 
(wall/NN, east/JJ)                                                                                            1.95629E-5          0.00304 
(floor/NN, original/JJ)                                                                                       1.95629E-5          0.00312 
(damage/NN, collateral/NN)                                                                                    1.95629E-5          0.012   
(floor/NN, cold/JJ)                                                                                           1.95629E-5          0.00312 
(NEC/NNP, 2008/CD)                                                                                            1.95629E-5          0.17188 
(bathroom/NN, whole/JJ)                                                                                       1.95629E-5          0.0224  
(nail/NNS, stubborn/JJ)                                                                                       1.95629E-5          0.02412 
(foot/NN, last/JJ)                                                                                            1.95629E-5          0.02316 
(portion/NN, top/JJ)                                                                                          1.95629E-5          0.03607 
(preparation/NN, proper/JJ)                                                                                   1.95629E-5          0.23404 
(system/NN, floor/NN)                                                                                         1.95629E-5          0.00467 
(volt/NNS, few/JJ)                                                                                            1.95629E-5          0.01864 
(pressure/NN, atmospheric/JJ)                                                                                 1.95629E-5          0.00699 
(volt/NNS, 20/CD)                                                                                             1.95629E-5          0.01864 
(pole/NN, metal/NN)                                                                                           1.95629E-5          0.04701 
(foil/NN, tin/NN)                                                                                             1.95629E-5          0.16418 
(pole/NN, curtain/NN)                                                                                         1.95629E-5          0.04701 
(video/NN, youtube/NN)                                                                                        1.95629E-5          0.09649 
(cut/NN, first/JJ)                                                                                            1.95629E-5          0.02957 
(fit/NN, better/JJR)                                                                                          1.95629E-5          0.04701 
(fireplace/NN, new/JJ)                                                                                        1.95629E-5          0.03767 
(fireplace/NN, electric/JJ)                                                                                   1.95629E-5          0.03767 
(variable/NNS, other/JJ)                                                                                      1.95629E-5          0.22449 
((switch/NNS, wall/NN), two/CD)                                                                               1.95629E-5          0.42308 
(plumbing/NN, house/NN)                                                                                       1.95629E-5          0.04527 
(field/NN, septic/JJ)                                                                                         1.95629E-5          0.07006 
(valve/NN, solenoid/JJ)                                                                                       1.95629E-5          0.0069  
((area/NNS, traffic/NN), high/JJ)                                                                             1.95629E-5          0.84615 
(plug/NN, drain/NN)                                                                                           1.95629E-5          0.02287 
(plug/NN, attachment/NN)                                                                                      1.95629E-5          0.02287 
(power/NN, extra/JJ)                                                                                          1.95629E-5          0.02335 
(feed/NN, hot/JJ)                                                                                             1.95629E-5          0.07801 
(feature/NNS, other/JJ)                                                                                       1.95629E-5          0.11828 
((rating/NN, power/NN), maximum/JJ)                                                                           1.95629E-5          0.64706 
(room/NN, different/JJ)                                                                                       1.95629E-5          0.00474 
(VAC/NNP, 24/CD)                                                                                              1.95629E-5          0.64706 
(room/NN, breakfast/NN)                                                                                       1.95629E-5          0.00474 
(faucet/NN, bath/NN)                                                                                          1.95629E-5          0.01821 
(flow/NN, heat/NN)                                                                                            1.95629E-5          0.0153  
(use/NN, regular/JJ)                                                                                          1.95629E-5          0.02949 
(usage/NN, electricity/NN)                                                                                    1.95629E-5          0.05366 
(temperature/NNS, different/JJ)                                                                               1.95629E-5          0.04183 
(plank/NNS, vinyl/NN)                                                                                         1.95629E-5          0.07432 
(damage/NN, moisture/NN)                                                                                      1.95629E-5          0.012   
(pipe/NNS, steel/NN)                                                                                          1.95629E-5          0.01329 
(floor/NNS, other/JJ)                                                                                         1.95629E-5          0.01642 
(factor/NNS, important/JJ)                                                                                    1.95629E-5          0.04825 
(wall/NN, original/JJ)                                                                                        1.95629E-5          0.00304 
(technique/NN, same/JJ)                                                                                       1.95629E-5          0.08527 
(roof/NN, slate/NN)                                                                                           1.95629E-5          0.01368 
((Article/NNP, Use/NNP), General/NNP)                                                                         1.95629E-5          1.0     
(((buyer/NNS, home/NN), time/NN), first/JJ)                                                                   1.95629E-5          1.0     
(wall/NN, wet/JJ)                                                                                             1.95629E-5          0.00304 
((plastic/NN, mil/NN), 6/CD)                                                                                  1.95629E-5          0.6875  
(unit/NN, portable/JJ)                                                                                        1.95629E-5          0.00745 
(potential/NN, electrical/JJ)                                                                                 1.95629E-5          0.10377 
(fabric/NN, landscape/NN)                                                                                     1.95629E-5          0.13924 
((pipe/NNS, water/NN), copper/NN)                                                                             1.95629E-5          0.11    
(f/NN, 80/CD)                                                                                                 1.95629E-5          0.01827 
(pipe/NN, straight/JJ)                                                                                        1.95629E-5          0.00434 
(noise/vibration/NN, unidentified/JJ)                                                                         1.95629E-5          0.5     
((breaker/NN, amp/NN), 40/CD)                                                                                 1.95629E-5          0.03459 
(wall/NN, full/JJ)                                                                                            1.95629E-5          0.00304 
(surface/NNS, flat/JJ)                                                                                        1.95629E-5          0.02933 
(barrier/NN, good/JJ)                                                                                         1.95629E-5          0.00947 
(door/NN, refrigerator/NN)                                                                                    1.95629E-5          0.00497 
(pipe/NN, hot/JJ)                                                                                             1.95629E-5          0.00434 
(weight/NN, heavy/JJ)                                                                                         1.95629E-5          0.02716 
(floor/NNS, bathroom/NN)                                                                                      1.95629E-5          0.01642 
(color/NN, natural/JJ)                                                                                        1.95629E-5          0.0192  
(pipe/NN, 40/CD)                                                                                              1.95629E-5          0.00434 
(pin/NNS, dowel/NN)                                                                                           1.95629E-5          0.08462 
(type/NN, exact/JJ)                                                                                           1.95629E-5          0.01363 
(floor/NN, plywood/NN)                                                                                        1.95629E-5          0.00312 
(mode/NN, failure/NN)                                                                                         1.95629E-5          0.04955 
(piece/NN, tail/NN)                                                                                           1.95629E-5          0.00704 
(floor/NN, Hardwood/NNP)                                                                                      1.95629E-5          0.00312 
(surface/NN, horizontal/JJ)                                                                                   1.95629E-5          0.00891 
(piece/NN, continuous/JJ)                                                                                     1.95629E-5          0.00704 
(floor/NN, concrete/NN)                                                                                       1.95629E-5          0.00312 
(end/NNS, gable/JJ)                                                                                           1.95629E-5          0.0625  
(end/NN, wire/NN)                                                                                             1.95629E-5          0.00751 
(pi/NN, =/JJ)                                                                                                 1.95629E-5          0.2973  
(photo/NN, second/JJ)                                                                                         1.95629E-5          0.14667 
(end/NN, long/JJ)                                                                                             1.95629E-5          0.00751 
((model/NN, oven/NN), Hotpoint/NNP)                                                                           1.95629E-5          1.0     
(door/NN, main/JJ)                                                                                            1.95629E-5          0.00497 
(support/NN, temporary/JJ)                                                                                    1.95629E-5          0.02386 
(step/NN, important/JJ)                                                                                       1.95629E-5          0.04264 
(flange/NN, new/JJ)                                                                                           1.95629E-5          0.06832 
(period/NNS, longer/JJR)                                                                                      1.95629E-5          0.12791 
(line/NN, separate/JJ)                                                                                        1.95629E-5          0.00388 
(period/NN, longer/JJR)                                                                                       1.95629E-5          0.05851 
(mite/NNS, dust/NN)                                                                                           1.95629E-5          0.78571 
(touch/NN, light/JJ)                                                                                          1.95629E-5          0.19643 
(towel/NN, wet/JJ)                                                                                            1.95629E-5          0.1236  
(position/NN, horizontal/JJ)                                                                                  1.95629E-5          0.02632 
(effect/NNS, side/JJ)                                                                                         1.95629E-5          0.11111 
(people/NNS, several/JJ)                                                                                      1.95629E-5          0.0234  
(edge/NNS, outer/JJ)                                                                                          1.95629E-5          0.03235 
(line/NN, flex/JJ)                                                                                            1.95629E-5          0.00388 
((light/NNS, Christmas/NNP), LED/NNP)                                                                         1.95629E-5          0.78571 
((bit/NN, drill/NN), long/JJ)                                                                                 1.95629E-5          0.09649 
(stay/NNS, light/JJ)                                                                                          1.95629E-5          0.55    
(cooktop/NN, old/JJ)                                                                                          1.95629E-5          0.19643 
(tool/NN, hand/NN)                                                                                            1.95629E-5          0.01639 
((bulb/NNS, saving/NN), energy/NN)                                                                            1.95629E-5          1.0     
(fixture/NN, recessed/JJ)                                                                                     1.95629E-5          0.00836 
(dust/NN, much/JJ)                                                                                            1.95629E-5          0.0567  
(tip/NN, good/JJ)                                                                                             1.95629E-5          0.07914 
((authority/NN, building/NN), local/JJ)                                                                       1.95629E-5          1.0     
((jet/NNS, oven/NN), gas/NN)                                                                                  1.95629E-5          1.0     
(breaker/NN, separate/JJ)                                                                                     1.95629E-5          0.00591 
(mm/NN, few/JJ)                                                                                               1.95629E-5          0.01674 
(pool/NN, concrete/JJ)                                                                                        1.95629E-5          0.09091 
(droplet/NNS, water/NN)                                                                                       1.95629E-5          0.6875  
(pole/NN, utility/NN)                                                                                         1.95629E-5          0.04701 
(part/NN, easy/JJ)                                                                                            1.95629E-5          0.00826 
(paper/NN, lining/JJ)                                                                                         1.95629E-5          0.02331 
((hole/NNS, hinge/NN), own/JJ)                                                                                1.95629E-5          1.0     
(method/NN, first/JJ)                                                                                         1.95629E-5          0.01824 
(panel/NN, Solar/NNP)                                                                                         1.95629E-5          0.00543 
(stuff/NN, green/JJ)                                                                                          1.95629E-5          0.01652 
(drainage/NN, water/NN)                                                                                       1.95629E-5          0.088   
(circuit/NN, parallel/JJ)                                                                                     1.95629E-5          0.00499 
(drainage/NN, inadequate/JJ)                                                                                  1.95629E-5          0.088   
(drain/NN, vanity/NN)                                                                                         1.95629E-5          0.0169  
(panel/NN, entrance/NN)                                                                                       1.95629E-5          0.00543 
(tile/NN, glass/NN)                                                                                           1.95629E-5          0.01398 
(drain/NN, high/JJ)                                                                                           1.95629E-5          0.02048 
(drain/NN, a/c/NN)                                                                                            1.95629E-5          0.02048 
((board/NN, backer/NN), concrete/JJ)                                                                          1.95629E-5          0.18644 
(drain/NN, basement/NN)                                                                                       1.95629E-5          0.02048 
((incandescent/NN, w/NN), 60/CD)                                                                              1.95629E-5          1.0     
((frame/NN, door/NN), loose/JJ)                                                                               1.95629E-5          0.14286 
(point/NNS, access/NN)                                                                                        1.95629E-5          0.02764 
(structure/NN, wooden/JJ)                                                                                     1.95629E-5          0.02434 
(point/NN, pivot/JJ)                                                                                          1.95629E-5          0.01247 
(finish/NN, urethane/NN)                                                                                      1.95629E-5          0.01341 
(year/NN, 2/CD)                                                                                               1.95629E-5          0.01467 
(paint/NN, ceiling/NN)                                                                                        1.95629E-5          0.0285  
(finish/NN, wall/NN)                                                                                          1.95629E-5          0.01341 
(thing/NNS, First/NNP)                                                                                        1.95629E-5          0.00879 
(finish/NN, original/JJ)                                                                                      1.95629E-5          0.01341 
(door/NN, leaky/JJ)                                                                                           1.95629E-5          0.00497 
(vent/NNS, return/NN)                                                                                         1.95629E-5          0.01569 
(thing/NN, obvious/JJ)                                                                                        1.95629E-5          0.00407 
(door/NN, exterior/JJ)                                                                                        1.95629E-5          0.00497 
(thing/NN, real/JJ)                                                                                           1.95629E-5          0.00407 
(door/NN, entire/JJ)                                                                                          1.95629E-5          0.00497 
(strip/NNS, wood/NN)                                                                                          1.95629E-5          0.02792 
(edge/NN, lower/JJR)                                                                                          1.95629E-5          0.01005 
((fixture/NN, light/NN), old/JJ)                                                                              1.95629E-5          0.0618  
(vent/NNS, 2/CD)                                                                                              1.95629E-5          0.01569 
(finish/NN, final/JJ)                                                                                         1.95629E-5          0.01341 
(vent/NNS, attic/NN)                                                                                          1.95629E-5          0.01569 
(((circuit/NNS, branch/NN), small-appliance/NN), 20-ampere/JJ)                                                1.95629E-5          0.5     
(((circuit/NNS, branch/NN), small-appliance/NN), more/JJR)                                                    1.95629E-5          0.5     
(documentation/NN, manufacturer/NNS)                                                                          1.95629E-5          0.26829 
(outlet/NNS, various/JJ)                                                                                      1.95629E-5          0.00872 
(varnish/NN, polyurethane/NN)                                                                                 1.95629E-5          0.13253 
(wrench/NN, strap/NN)                                                                                         1.95629E-5          0.04977 
(outlet/NNS, outdoor/JJ)                                                                                      1.95629E-5          0.00872 
(connection/NN, poor/JJ)                                                                                      1.95629E-5          0.01233 
(dispenser/NN, soap/NN)                                                                                       1.95629E-5          0.21154 
(world/NN, real/JJ)                                                                                           1.95629E-5          0.14474 
(plywood/NN, groove/NN)                                                                                       1.95629E-5          0.04264 
(finish/NN, hard/JJ)                                                                                          1.95629E-5          0.01341 
(filter/NNS, dirty/JJ)                                                                                        1.95629E-5          0.06471 
(retarder/NN, vapor/NN)                                                                                       1.95629E-5          0.78571 
(strip/NN, dado/NN)                                                                                           1.95629E-5          0.02068 
(cable/NN, other/JJ)                                                                                          1.95629E-5          0.00664 
(home/NNS, newer/JJR)                                                                                         1.95629E-5          0.03618 
(test/NN, simple/JJ)                                                                                          1.95629E-5          0.04264 
(assembly/NN, cable/NN)                                                                                       1.95629E-5          0.03179 
(conduit/NN, nonmetallic/JJ)                                                                                  1.95629E-5          0.02381 
(spacing/NN, joist/NN)                                                                                        1.95629E-5          0.08871 
(term/NN, right/JJ)                                                                                           1.95629E-5          0.05046 
(osmosis/NN, reverse/JJ)                                                                                      1.95629E-5          0.84615 
(valve/NNS, shower/NN)                                                                                        1.95629E-5          0.02535 
(material/NN, insulation/NN)                                                                                  1.95629E-5          0.00981 
(article/NN, wikipedia/NN)                                                                                    1.95629E-5          0.07971 
(material/NN, suitable/JJ)                                                                                    1.95629E-5          0.00981 
(temperature/NNS, low/JJ)                                                                                     1.95629E-5          0.04183 
(space/NNS, crawl/NN)                                                                                         1.95629E-5          0.05238 
(device/NN, single/JJ)                                                                                        1.95629E-5          0.01815 
((door/NN, exterior/NN), new/JJ)                                                                              1.95629E-5          0.35484 
(temperature/NN, lower/JJR)                                                                                   1.95629E-5          0.01281 
(resource/NNS, good/JJ)                                                                                       1.95629E-5          0.23404 
(opportunity/NN, good/JJ)                                                                                     1.95629E-5          0.26829 
(switch/NNS, 5/CD)                                                                                            1.95629E-5          0.00787 
(conductor/NN, grounding/NN)                                                                                  1.95629E-5          0.02434 
(desk/NN, wooden/JJ)                                                                                          1.95629E-5          0.088   
((bar/NN, bus/NN), ground/NN)                                                                                 1.95629E-5          0.16418 
(design/NN, poor/JJ)                                                                                          1.95629E-5          0.0378  
(hole/NNS, three/CD)                                                                                          1.95629E-5          0.00764 
(pliers/NNS, needle-nose/JJ)                                                                                  1.95629E-5          0.16418 
(resistance/NN, lower/JJR)                                                                                    1.95629E-5          0.03179 
(store/NN, thermal/JJ)                                                                                        1.95629E-5          0.01861 
(tape/NN, double-sided/JJ)                                                                                    1.95629E-5          0.00862 
(marker/NN, black/JJ)                                                                                         1.95629E-5          0.20755 
(tap/NNS, cold/JJ)                                                                                            1.95629E-5          0.09402 
(valve/NN, globe/NN)                                                                                          1.95629E-5          0.0069  
(cabinet/NN, bathroom/NN)                                                                                     1.95629E-5          0.04721 
(tape/NN, Duct/NNP)                                                                                           1.95629E-5          0.00862 
(area/NNS, larger/JJR)                                                                                        1.95629E-5          0.01505 
(deck/NN, vinyl/NN)                                                                                           1.95629E-5          0.02989 
(tank/NN, full/JJ)                                                                                            1.95629E-5          0.01013 
(tank/NN, larger/JJR)                                                                                         1.95629E-5          0.01013 
(plug/NN, new/JJ)                                                                                             1.95629E-5          0.02287 
(plastic/NN, white/JJ)                                                                                        1.95629E-5          0.04825 
(day/NN, warm/JJ)                                                                                             1.95629E-5          0.02157 
(day/NN, same/JJ)                                                                                             1.95629E-5          0.02157 
(material/NN, extra/JJ)                                                                                       1.95629E-5          0.00981 
(guess/NN, wild/JJ)                                                                                           1.95629E-5          0.14103 
(noise/vibration/NN, constant/JJ)                                                                             1.95629E-5          0.5     
(feature/NN, water/NN)                                                                                        1.77844E-5          0.07874 
(damage/NN, serious/JJ)                                                                                       1.77844E-5          0.01091 
(system/NN, split/JJ)                                                                                         1.77844E-5          0.00424 
(nema/NN, 2/CD)                                                                                               1.77844E-5          0.76923 
(system/NN, one/CD)                                                                                           1.77844E-5          0.00424 
(name/NN, proper/JJ)                                                                                          1.77844E-5          0.05848 
(nail/NNS, small/JJ)                                                                                          1.77844E-5          0.02193 
((box/NNS, junction/NN), metal/NN)                                                                            1.77844E-5          0.18182 
((problem/NN, hammer/NN), water/NN)                                                                           1.77844E-5          1.0     
(mower/NN, electric/JJ)                                                                                       1.77844E-5          0.18868 
((pressure/NN, water/NN), poor/JJ)                                                                            1.77844E-5          0.03226 
(switch/NN, thermal/JJ)                                                                                       1.77844E-5          0.00244 
(cup/NN, suction/NN)                                                                                          1.77844E-5          0.14925 
(mortar/NN, brick/NN)                                                                                         1.77844E-5          0.04608 
(month/NNS, 5/CD)                                                                                             1.77844E-5          0.01212 
(fan/NN, radon/NN)                                                                                            1.77844E-5          0.00583 
(month/NN, one/CD)                                                                                            1.77844E-5          0.09709 
(molding/NN, t/NN)                                                                                            1.77844E-5          0.03401 
(switch/NN, bottom/JJ)                                                                                        1.77844E-5          0.00244 
